Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-10-11 00:00:00-04:00,51.3632624911651,52.55563999752387,50.83650965468461,51.346500396728516,212497600,0.0,0.0
2018-10-12 00:00:00-04:00,52.775917970858785,53.364925835922406,51.91874582431675,53.18056106567383,161351600,0.0,0.0
2018-10-15 00:00:00-04:00,52.95309493045965,53.11351488007043,52.02169909238491,52.04324722290039,123164000,0.0,0.0
2018-10-16 00:00:00-04:00,52.41915624586498,53.39125898808623,51.89958616923487,53.19013214111328,116736000,0.0,0.0
2018-10-17 00:00:00-04:00,53.226056461386,53.307462957242045,52.51733184458204,52.96028518676758,91541600,0.0,0.0
2018-10-18 00:00:00-04:00,52.16296875684217,52.61310478773411,50.99932210630619,51.722412109375,130325200,0.0,0.0
2018-10-19 00:00:00-04:00,52.21085529499513,52.97704157161473,52.060011058821885,52.51014709472656,132314800,0.0,0.0
2018-10-22 00:00:00-04:00,52.6250693226804,53.47984837840797,52.42155310950528,52.83098220825195,115168400,0.0,0.0
2018-10-23 00:00:00-04:00,51.67691700946231,53.45351260013045,51.4063560677305,53.32900619506836,155071200,0.0,0.0
2018-10-24 00:00:00-04:00,53.29788422544492,53.688158241113534,51.36804766561705,51.49973678588867,163702000,0.0,0.0
2018-10-25 00:00:00-04:00,52.12704556550527,53.005765678859376,51.89718790084259,52.62746047973633,119423200,0.0,0.0
2018-10-26 00:00:00-04:00,51.693672227474956,52.72084361165103,50.92030332911544,51.78944778442383,189033600,0.0,0.0
2018-10-29 00:00:00-04:00,52.481406016838235,52.60112271338526,49.34482710592077,50.817344665527344,183742000,0.0,0.0
2018-10-30 00:00:00-04:00,50.55635255796786,51.52126870754728,50.10622032502996,51.071136474609375,146640000,0.0,0.0
2018-10-31 00:00:00-04:00,51.92832001881637,52.78309540734717,51.866064992933794,52.40239715576172,153435600,0.0,0.0
2018-11-01 00:00:00-04:00,52.44788667138246,53.24041063585215,51.91155454350304,53.20689010620117,233292800,0.0,0.0
2018-11-02 00:00:00-04:00,50.173275586770195,51.15495044985713,49.18680737868734,49.67764663696289,365314800,0.0,0.0
2018-11-05 00:00:00-05:00,48.91624976883428,48.937797900389725,47.44852169515499,48.26738357543945,264654800,0.0,0.0
2018-11-06 00:00:00-05:00,48.346399097732686,49.01681345115343,48.291330430264324,48.78935241699219,127531600,0.0,0.0
2018-11-07 00:00:00-05:00,49.316106518524556,50.29538842299791,48.875549860490274,50.26905059814453,133697600,0.0,0.0
2018-11-08 00:00:00-05:00,50.45164135236237,50.485278837550524,49.67557415867164,50.09364318847656,101450400,0.1825,0.0
2018-11-09 00:00:00-05:00,49.387264089365495,49.49778571005881,48.594376131237674,49.12777328491211,137463200,0.0,0.0
2018-11-12 00:00:00-05:00,47.81350662567165,48.01773663804505,46.561704160680286,46.65300750732422,204542000,0.0,0.0
2018-11-13 00:00:00-05:00,46.04271529691453,47.37620431920663,45.99946500274648,46.18687438964844,187531600,0.0,0.0
2018-11-14 00:00:00-05:00,46.58811595185608,46.72747228712183,44.67317344182806,44.88220977783203,243204000,0.0,0.0
2018-11-15 00:00:00-05:00,45.264243841192666,46.124406675513896,44.90624197174205,45.9898567199707,185915200,0.0,0.0
2018-11-16 00:00:00-05:00,45.77121136675323,46.845213312592854,45.521333400771134,46.49922561645508,147713200,0.0,0.0
2018-11-19 00:00:00-05:00,45.651085039794275,45.81927251459322,44.4473393277918,44.6563720703125,167701200,0.0,0.0
2018-11-20 00:00:00-05:00,42.85674724801744,43.60158203908415,42.16957829223827,42.52277374267578,271300800,0.0,0.0
2018-11-21 00:00:00-05:00,43.18351225852508,43.313259469194875,42.41945920137821,42.4747200012207,124496800,0.0,0.0
2018-11-23 00:00:00-05:00,42.03263447120329,42.43148165410345,41.35027179654804,41.39591979980469,94496000,0.0,0.0
2018-11-26 00:00:00-05:00,41.864438413636904,42.03502721418933,40.908165918401764,41.95573806762695,179994000,0.0,0.0
2018-11-27 00:00:00-05:00,41.20851190326489,41.99179075309404,41.0571450106523,41.86444854736328,165549600,0.0,0.0
2018-11-28 00:00:00-05:00,42.46270976552468,43.55833505575884,42.0302251335345,43.4742431640625,184250000,0.0,0.0
2018-11-29 00:00:00-05:00,43.887510340467365,43.92114783383029,42.69577519550202,43.14027404785156,167080000,0.0,0.0
2018-11-30 00:00:00-05:00,43.31807668304652,43.32768949175162,42.534801419347836,42.90721893310547,158126000,0.0,0.0
2018-12-03 00:00:00-05:00,44.319993393845806,44.435321414551154,43.53911963646038,44.406490325927734,163210000,0.0,0.0
2018-12-04 00:00:00-05:00,43.47665386819478,43.822641648080086,42.35219724977976,42.45310974121094,165377200,0.0,0.0
2018-12-06 00:00:00-05:00,41.26856955379779,41.99418238773311,40.94661022775768,41.979766845703125,172393600,0.0,0.0
2018-12-07 00:00:00-05:00,41.68424292820432,41.92451177141354,40.437247045354596,40.4828987121582,169126400,0.0,0.0
2018-12-10 00:00:00-05:00,39.6443575411254,40.86732502416998,39.243109028987874,40.749595642089844,248104000,0.0,0.0
2018-12-11 00:00:00-05:00,41.24455490666194,41.275787366588276,40.124901097930604,40.51654052734375,189126800,0.0,0.0
2018-12-12 00:00:00-05:00,40.94180976163758,41.30701943293473,40.61024124823655,40.62946319580078,142510800,0.0,0.0
2018-12-13 00:00:00-05:00,40.96343773219003,41.463197382280875,40.73758442562658,41.07395935058594,127594400,0.0,0.0
2018-12-14 00:00:00-05:00,40.605440627974616,40.624662578276514,39.71164010310329,39.75969314575195,162814800,0.0,0.0
2018-12-17 00:00:00-05:00,39.75247977745707,40.44926162953236,39.09894822402655,39.38967514038086,177151600,0.0,0.0
2018-12-18 00:00:00-05:00,39.73566121295038,40.25223774311284,39.49779374582096,39.90144729614258,135366000,0.0,0.0
2018-12-19 00:00:00-05:00,39.88463055170163,40.233019663639794,38.22437185788152,38.656856536865234,196189200,0.0,0.0
2018-12-20 00:00:00-05:00,38.53911999388356,38.94998131834598,37.31375112473342,37.68136215209961,259092000,0.0,0.0
2018-12-21 00:00:00-05:00,37.68856234917012,38.00091250778061,35.95142003308366,36.21571350097656,382978400,0.0,0.0
2018-12-24 00:00:00-05:00,35.595828049466824,36.41274432515894,35.22100923650021,35.2786750793457,148676800,0.0,0.0
2018-12-26 00:00:00-05:00,35.631866814624594,37.7774656219824,35.25224163827612,37.7630500793457,234330000,0.0,0.0
2018-12-27 00:00:00-05:00,37.443488298632445,37.666940185401074,36.05713998501835,37.51797103881836,212468400,0.0,0.0
2018-12-28 00:00:00-05:00,37.84234723556893,38.08742251087198,37.13355479836734,37.53720474243164,169165600,0.0,0.0
2018-12-31 00:00:00-05:00,38.08981609701583,38.28923965942355,37.59726427817374,37.90000534057617,140014000,0.0,0.0
2019-01-02 00:00:00-05:00,37.21524953847954,38.16671598958259,37.05667118559363,37.94326400756836,148158800,0.0,0.0
2019-01-03 00:00:00-05:00,34.59390944990319,35.01197858630432,34.1181781334549,34.1638298034668,365248800,0.0,0.0
2019-01-04 00:00:00-05:00,34.726048040149166,35.69192960567977,34.55065284940863,35.622249603271484,234428400,0.0,0.0
2019-01-07 00:00:00-05:00,35.727976788589096,35.75921291186316,35.05522328425646,35.54296875,219111200,0.0,0.0
2019-01-08 00:00:00-05:00,35.934603357998036,36.47761322586808,35.684725403717366,36.220523834228516,164101200,0.0,0.0
2019-01-09 00:00:00-05:00,36.35027295848412,37.128745357783885,35.95142945100581,36.83561706542969,180396400,0.0,0.0
2019-01-10 00:00:00-05:00,36.64099226226624,36.99418769409119,36.24695157409424,36.95334243774414,143122800,0.0,0.0
2019-01-11 00:00:00-05:00,36.732299419053035,36.929317950624245,36.403128633271365,36.590538024902344,108092800,0.0,0.0
2019-01-14 00:00:00-05:00,36.24456281317476,36.34547530505302,35.85292335695665,36.04033279418945,129756800,0.0,0.0
2019-01-15 00:00:00-05:00,36.10520059797336,36.85483822602922,36.05234115843489,36.7779541015625,114843600,0.0,0.0
2019-01-16 00:00:00-05:00,36.7803414848069,37.453094732587836,36.76111954444627,37.22724151611328,122278800,0.0,0.0
2019-01-17 00:00:00-05:00,37.04945227647212,37.88078402847418,36.823598993191325,37.448299407958984,119284800,0.0,0.0
2019-01-18 00:00:00-05:00,37.84233610278753,37.933639420223024,37.47712649925648,37.678955078125,135004000,0.0,0.0
2019-01-22 00:00:00-05:00,37.58045782736279,37.65734196545123,36.66983668451395,36.833221435546875,121576000,0.0,0.0
2019-01-23 00:00:00-05:00,37.03743853852769,37.27530599916795,36.44878064048693,36.982177734375,92522400,0.0,0.0
2019-01-24 00:00:00-05:00,37.02783253943948,37.11673084055797,36.458396539368415,36.68905258178711,101766000,0.0,0.0
2019-01-25 00:00:00-05:00,37.35699918305631,37.99371382525454,37.07829010776711,37.90481185913086,134142000,0.0,0.0
2019-01-28 00:00:00-05:00,37.431480474825705,37.56122769978615,36.919710345426054,37.554019927978516,104768400,0.0,0.0
2019-01-29 00:00:00-05:00,37.54200732718839,37.99371393253684,37.02783214148368,37.1647834777832,166348800,0.0,0.0
2019-01-30 00:00:00-05:00,39.22389190027465,39.92067013676567,38.49827890718812,39.704429626464844,244439200,0.0,0.0
2019-01-31 00:00:00-05:00,39.911059653816366,40.60543649817214,39.53864219529491,39.99034881591797,162958400,0.0,0.0
2019-02-01 00:00:00-05:00,40.11529378384082,40.60063428135559,39.86781346473595,40.00957489013672,130672400,0.0,0.0
2019-02-04 00:00:00-05:00,40.22341406584588,41.24455680546902,40.19217793826952,41.14604568481445,125982000,0.0,0.0
2019-02-05 00:00:00-05:00,41.53286842592162,42.066265500312966,41.410332647398135,41.85002136230469,144406400,0.0,0.0
2019-02-06 00:00:00-05:00,41.962955996139115,42.18400657920846,41.530474970146614,41.86444854736328,112958400,0.0,0.0
2019-02-07 00:00:00-05:00,41.422342697309965,41.79235872957759,40.92738951953359,41.07155227661133,126966800,0.0,0.0
2019-02-08 00:00:00-05:00,40.77717125200092,41.18014065322012,40.63962887955864,41.119815826416016,95280000,0.1825,0.0
2019-02-11 00:00:00-05:00,41.274238598430784,41.31284736317034,40.83989919994697,40.883331298828125,83973600,0.0,0.0
2019-02-12 00:00:00-05:00,41.0450090387725,41.26217691819962,40.94848711752225,41.235633850097656,89134000,0.0,0.0
2019-02-13 00:00:00-05:00,41.35628574625036,41.619301092377334,41.00157549041727,41.06431198120117,89960800,0.0,0.0
2019-02-14 00:00:00-05:00,40.95091282435342,41.3249238577493,40.871283599907144,41.21392822265625,87342800,0.0,0.0
2019-02-15 00:00:00-05:00,41.322505578116235,41.43108952791987,40.96055662414733,41.12222671508789,98507200,0.0,0.0
2019-02-19 00:00:00-05:00,40.95090708121278,41.36835385209644,40.89782093902697,41.24528884887695,75891200,0.0,0.0
2019-02-20 00:00:00-05:00,41.30802876602537,41.82199746581033,41.25976964123254,41.510719299316406,104457600,0.0,0.0
2019-02-21 00:00:00-05:00,41.4552160783476,41.59275475014967,41.093267166747246,41.27665328979492,68998800,0.0,0.0
2019-02-22 00:00:00-05:00,41.402135311107,41.74477988334617,41.353876186357226,41.73754119873047,75652800,0.0,0.0
2019-02-25 00:00:00-05:00,42.02468734895268,42.43730709377342,41.974012875446284,42.04157638549805,87493600,0.0,0.0
2019-02-26 00:00:00-05:00,41.916099968823325,42.29976494420305,41.78579629443427,42.065704345703125,68280800,0.0,0.0
2019-02-27 00:00:00-05:00,41.79544896274274,42.22737304411411,41.679622659971585,42.19600296020508,111341600,0.0,0.0
2019-02-28 00:00:00-05:00,42.0632987833037,42.20566449692824,41.7254775297278,41.780975341796875,112861600,0.0,0.0
2019-03-01 00:00:00-05:00,42.053641444743064,42.263570656202454,41.71823556713165,42.22013854980469,103544800,0.0,0.0
2019-03-04 00:00:00-05:00,42.39387108993624,42.89094701759885,41.97883603380469,42.43247985839844,109744800,0.0,0.0
2019-03-05 00:00:00-05:00,42.45420399303755,42.468681363483604,42.116382727575804,42.35527038574219,78949600,0.0,0.0
2019-03-06 00:00:00-05:00,42.147750430901056,42.34561763428451,41.971602963891975,42.11155700683594,83241600,0.0,0.0
2019-03-07 00:00:00-05:00,41.95471296473204,42.092255348967306,41.508311417267954,41.6241340637207,99185600,0.0,0.0
2019-03-08 00:00:00-05:00,41.098100095666005,41.76167319573016,40.90023289486341,41.72306442260742,95997600,0.0,0.0
2019-03-11 00:00:00-04:00,42.345613986794966,43.221527911140676,42.311832233265584,43.16844177246094,128044000,0.0,0.0
2019-03-12 00:00:00-04:00,43.433878188459325,44.07814693975588,43.281858436580364,43.65346145629883,129870400,0.0,0.0
2019-03-13 00:00:00-04:00,43.97680423354755,44.230169274160886,43.655875673028746,43.84650421142578,124130000,0.0,0.0
2019-03-14 00:00:00-04:00,44.37493996446887,44.42320277019886,44.05159978491468,44.333919525146484,94318000,0.0,0.0
2019-03-15 00:00:00-04:00,44.60418935748255,45.20261075528847,44.33634691346706,44.91063690185547,156171600,0.0,0.0
2019-03-18 00:00:00-04:00,44.83340634513203,45.458370588091206,44.830990995926896,45.36909103393555,104879200,0.0,0.0
2019-03-19 00:00:00-04:00,45.448726139282066,45.603157549140654,44.862366906175,45.009559631347656,126585600,0.0,0.0
2019-03-20 00:00:00-04:00,44.937172013056674,45.723810164605915,44.575223027576364,45.40288162231445,124140800,0.0,0.0
2019-03-21 00:00:00-04:00,45.85168786980766,47.37428565957005,45.80101340354991,47.0750732421875,204136800,0.0,0.0
2019-03-22 00:00:00-04:00,47.1354113296601,47.702466241060925,46.03508694849869,46.10023880004883,169630800,0.0,0.0
2019-03-25 00:00:00-04:00,46.21123944608484,46.324650440669195,45.02646237809095,45.542842864990234,175381200,0.0,0.0
2019-03-26 00:00:00-04:00,46.247426276809676,46.54181172726368,44.53902673352974,45.072296142578125,199202000,0.0,0.0
2019-03-27 00:00:00-04:00,45.54524371699306,45.7889546890019,45.01438598356614,45.47768020629883,119393600,0.0,0.0
2019-03-28 00:00:00-04:00,45.59350363891221,45.74069636448511,45.25085906241724,45.53800582885742,83121600,0.0,0.0
2019-03-29 00:00:00-04:00,45.805849795086914,45.86617462434632,45.49457161422455,45.83480453491211,94256000,0.0,0.0
2019-04-01 00:00:00-04:00,46.24259826548623,46.25224861755181,45.455963863443706,46.146080017089844,111448000,0.0,0.0
2019-04-02 00:00:00-04:00,46.109885617592454,46.92306681987587,46.10023526496073,46.81689453125,91062800,0.0,0.0
2019-04-03 00:00:00-04:00,46.63108740524671,47.41531009123405,46.606956003673126,47.1378173828125,93087200,0.0,0.0
2019-04-04 00:00:00-04:00,47.00268470302426,47.38393800378378,46.60454236742466,47.21985626220703,76457200,0.0,0.0
2019-04-05 00:00:00-04:00,47.403245802385186,47.5600925534154,47.27776913794802,47.53596115112305,74106400,0.0,0.0
2019-04-08 00:00:00-04:00,47.39600940363231,48.315359173504554,47.37670501725454,48.283992767333984,103526800,0.0,0.0
2019-04-09 00:00:00-04:00,48.337076938166085,48.947563864968195,48.074057906188294,48.13920974731445,143072800,0.0,0.0
2019-04-10 00:00:00-04:00,47.94134076731876,48.43842039337027,47.820691123331834,48.409461975097656,86781200,0.0,0.0
2019-04-11 00:00:00-04:00,48.46497117339745,48.50116459957815,47.88343891319072,48.006500244140625,83603200,0.0,0.0
2019-04-12 00:00:00-04:00,48.066815635779264,48.29363754712697,47.34533314807709,47.987186431884766,111042800,0.0,0.0
2019-04-15 00:00:00-04:00,47.91721546040845,48.22366660250746,47.77967309200905,48.074058532714844,70146400,0.0,0.0
